JDMOVE%,DJHIGH,DJLOW,DJTREND,VIXMOVE%,VIXHIGH,VIXLOW,VIXTREND,SUPERTREND,RESULT,LABEL
0.013101301,-0.093280417,0.451932176,1,2.844993419,-2.682506227,3.158322332,1,1,-0.859903549,-1
-0.859903549,-1.067333891,0.378703429,-1,0.874890639,-3.361892345,1.66552366,-1,1,0.848873163,1
0.848873163,-0.160966106,1.095645968,1,-5.853611803,-7.011733535,0.41896587,-1,-1,-0.791986234,-1
-0.791986234,-0.965593,0.307028597,-1,6.111846796,-1.976098617,6.665984026,1,-1,0.564851996,1
0.564851996,-0.427392727,0.884137605,1,-3.070896605,-3.562922511,2.059729613,-1,-1,-0.196887295,0
-0.196887295,-0.509594334,0.106109162,-1,0.254241555,-1.459781775,0.507242719,-1,1,-0.169027087,0
-0.169027087,-0.440026519,0.17146379,-1,-1.514921982,-3.059373214,0.437738181,-1,1,-0.303828089,0
-0.303828089,-0.443256527,0.045762124,-1,0.051510547,-1.37101074,0.93800343,-1,1,0.597276075,1
0.597276075,-0.165006533,0.864038404,1,1.259644151,-3.912144832,1.552795031,-1,-1,-0.339545662,0
-0.339545662,-0.383425143,0.386328734,1,1.804293762,-0.987239924,3.083485366,1,1,0,0
